audit_speed,audit_length,audit_height,audit_width,audit_gap,audit_headway,audit_occupancy,vehicleClass
74.0,9909,3770,2630,1768,1933,480,6 ล้อ
82.0,8000,3630,2640,3402,3601,342,มากกว่า 6 
70.0,17000,3110,2690,8490,8688,848,มากกว่า 6 
62.0,12208,3060,2560,1452,2149,698,มากกว่า 6 
91.0,3724,1420,1600,1817,2013,147,4 ล้อ
60.0,17328,4120,2530,927,1144,1030,มากกว่า 6 
62.0,19777,3870,2990,1173,2148,1146,มากกว่า 6 
69.0,10325,3790,2530,14136,14349,534,6 ล้อ
59.0,17209,3380,2440,12472,12636,1043,มากกว่า 6 
75.0,8000,3590,2510,9391,9603,363,6 ล้อ
18.0,10726,3960,2670,1569,2351,2130,มากกว่า 6 
51.0,6246,1900,1590,785,1118,432,4 ล้อ
81.0,10093,3820,2610,1532,1696,443,6 ล้อ
60.0,9408,3830,1840,3084,3597,559,6 ล้อ
68.0,16680,4500,2500,7913,8926,874,มากกว่า 6 
69.0,6732,2190,2310,2233,2662,346,6 ล้อ
70.0,16364,3420,2330,15332,16156,829,มากกว่า 6 
59.0,8270,2450,2370,1520,2544,496,6 ล้อ
96.0,3493,1800,1240,4564,4728,129,4 ล้อ
74.0,18000,3980,2610,3629,3778,875,มากกว่า 6 
64.0,9398,3760,2630,6880,7061,525,6 ล้อ
64.0,9793,3950,2560,2156,3064,546,มากกว่า 6 
62.0,16833,4070,2500,665,882,963,มากกว่า 6 
96.0,8308,3340,2280,6742,6906,309,6 ล้อ
64.0,8762,3780,2490,4020,4795,491,6 ล้อ
102.0,3752,1440,1240,5452,5631,131,4 ล้อ
87.0,5200,3230,1720,92450,92598,247,4 ล้อ
82.0,10235,3830,2580,6196,6360,446,6 ล้อ
65.0,2699,1770,1460,953,1134,147,4 ล้อ
83.0,11551,3920,2520,3147,3330,497,6 ล้อ
58.0,17058,4510,2490,4859,4976,1056,มากกว่า 6 
105.0,4799,1670,1670,2487,2619,163,4 ล้อ
68.0,9332,3850,2600,2649,3013,491,6 ล้อ
67.0,6769,2220,1860,1200,1415,363,6 ล้อ
66.0,16831,4500,2500,3218,3614,912,มากกว่า 6 
75.0,10048,3880,2550,13404,13585,480,6 ล้อ
56.0,19964,3900,2590,5301,5943,1265,มากกว่า 6 
123.0,4469,1530,1490,4977,5123,130,4 ล้อ
60.0,11901,4160,2480,11446,11955,712,มากกว่า 6 
61.0,16541,4470,2490,765,1280,962,มากกว่า 6 
72.0,3946,1600,1670,1499,1715,197,4 ล้อ
82.0,4131,1430,1730,1387,1584,180,4 ล้อ
73.0,10094,3860,2630,54695,55660,496,6 ล้อ
76.0,9008,3820,2590,6645,6895,424,มากกว่า 6 
63.0,13000,3490,2540,1732,1913,660,มากกว่า 6 
49.0,8263,3670,2320,37566,37748,596,มากกว่า 6 
101.0,20000,3340,2580,10617,11058,712,มากกว่า 6 
86.0,4765,1610,1390,8289,8454,197,4 ล้อ
83.0,4565,1750,1720,720,867,196,4 ล้อ
65.0,16494,3260,2650,39340,39670,911,มากกว่า 6 
68.0,16812,4160,2490,5857,6310,880,มากกว่า 6 
62.0,9105,3870,2370,828,1397,525,มากกว่า 6 
68.0,17157,4470,2500,5864,6014,896,มากกว่า 6 
79.0,9507,3660,2470,2299,2514,430,6 ล้อ
67.0,9574,3840,2630,1215,1399,508,6 ล้อ
95.0,3886,1550,1590,18170,18301,147,4 ล้อ
81.0,10835,3360,1880,16745,16893,477,มากกว่า 6 
61.0,16164,4420,2520,4352,4957,940,มากกว่า 6 
68.0,17219,3580,2470,9357,9758,899,มากกว่า 6 
91.0,5008,1730,1610,2747,2911,196,4 ล้อ
60.0,9405,3840,2640,1538,2130,558,6 ล้อ
84.0,4633,1800,1640,2784,2997,196,4 ล้อ
101.0,5097,1690,1680,25368,25499,181,4 ล้อ
78.0,10130,3750,2530,5033,5214,463,6 ล้อ
79.0,8000,3100,2480,2580,2729,360,มากกว่า 6 
82.0,8000,3470,2430,1451,1632,334,6 ล้อ
75.0,16135,4410,2270,8746,8926,773,มากกว่า 6 
96.0,3942,1360,1500,1136,1267,147,4 ล้อ
46.0,18000,4420,2340,2596,2860,1529,มากกว่า 6 
65.0,9660,3790,2590,5579,5761,530,6 ล้อ
16.0,5188,1610,1890,4311,5594,1132,4 ล้อ
87.0,4368,1760,1680,768,967,180,4 ล้อ
78.0,10146,4020,2680,7946,8079,463,6 ล้อ
95.0,4743,2820,1410,4867,5064,178,4 ล้อ
70.0,15795,4440,2480,1468,1616,807,มากกว่า 6 
69.0,9439,3800,2610,21411,22341,491,6 ล้อ
69.0,9378,3060,2310,10339,10487,485,มากกว่า 6 
62.0,16807,3470,2460,4902,5297,965,มากกว่า 6 
50.0,12500,4360,2550,2962,3310,960,มากกว่า 6 
78.0,3234,1440,970,1433,1581,148,4 ล้อ
54.0,12500,4030,1880,1935,2882,847,6 ล้อ
87.0,5000,2260,1410,18217,18398,179,4 ล้อ
81.0,10029,3970,2040,5315,5478,444,6 ล้อ
67.0,16102,4460,2050,8482,8627,857,มากกว่า 6 
94.0,3433,1380,1520,6017,6165,130,4 ล้อ
67.0,17484,3470,2550,4133,4314,931,มากกว่า 6 
103.0,18000,3690,2520,4218,4448,665,มากกว่า 6 
96.0,4324,2500,1620,548,712,161,4 ล้อ
66.0,16143,4450,2500,4538,4913,879,มากกว่า 6 
105.0,5293,2530,1620,8257,8421,180,4 ล้อ
65.0,9634,3920,2580,21666,22508,529,มากกว่า 6 
94.0,5000,2250,1600,2101,2266,162,4 ล้อ
69.0,9197,3840,2440,6030,6360,475,มากกว่า 6 
69.0,10535,3850,2660,4830,5028,547,6 ล้อ
68.0,16160,4440,2350,4181,4330,846,มากกว่า 6 
70.0,4768,2770,1860,3197,3411,244,4 ล้อ
87.0,3992,1370,1200,5043,5241,164,4 ล้อ
100.0,4532,2870,1420,4249,4413,163,4 ล้อ
63.0,8000,2520,2120,449,649,346,6 ล้อ
85.0,8965,3920,1710,10907,11072,375,มากกว่า 6 
68.0,9382,3920,2630,2655,2868,491,6 ล้อ
91.0,3751,1400,1350,2330,2461,147,4 ล้อ
64.0,16222,3240,2580,7975,8142,912,มากกว่า 6 
55.0,9806,3900,2570,9122,9923,641,6 ล้อ
21.0,3712,1450,1580,2566,3332,632,4 ล้อ
58.0,18000,3570,1890,1518,2699,1247,มากกว่า 6 
90.0,4926,2120,1870,2400,2580,195,4 ล้อ
95.0,4338,1840,1540,28506,28670,163,4 ล้อ
69.0,15567,3990,2500,10671,10852,808,มากกว่า 6 
108.0,3462,1420,1240,1268,1399,114,4 ล้อ
72.0,20000,4040,2660,5778,6010,1046,มากกว่า 6 
46.0,11731,4180,2420,4464,4929,912,มากกว่า 6 
87.0,4804,1740,1610,1016,1215,197,4 ล้อ
59.0,9807,3780,2490,5559,5776,592,6 ล้อ
91.0,3803,1430,1410,1566,1714,149,4 ล้อ
77.0,7087,2250,2330,7561,8592,329,6 ล้อ
66.0,10121,3870,2550,2950,3181,545,6 ล้อ
98.0,3120,1590,840,1234,1348,114,4 ล้อ
86.0,3957,1410,1550,14287,14450,164,4 ล้อ
64.0,8201,3650,2490,1968,2249,459,6 ล้อ
87.0,4779,2510,1490,6015,6180,196,4 ล้อ
62.0,13000,3510,2580,3736,3800,694,มากกว่า 6 
87.0,3170,1420,1420,4384,4548,130,4 ล้อ
69.0,16301,3930,2640,28334,28483,841,มากกว่า 6 
118.0,4872,1400,1380,1335,1500,148,4 ล้อ
74.0,9835,4130,2460,3428,3659,474,มากกว่า 6 
82.0,3004,1400,1380,2337,2469,130,4 ล้อ
74.0,9455,3920,2680,5877,6060,457,6 ล้อ
71.0,13000,4020,2630,5061,5327,591,มากกว่า 6 
99.0,3632,1410,870,2262,2426,131,4 ล้อ
5.0,2500,1770,1750,898,1496,647,4 ล้อ
70.0,10243,3950,2550,1695,1877,525,6 ล้อ
68.0,9110,3740,2350,8013,8161,475,6 ล้อ
81.0,5200,2690,1670,1401,1631,230,4 ล้อ
75.0,4458,1830,1610,1182,1380,213,4 ล้อ
104.0,4264,1610,1610,34685,34832,147,4 ล้อ
71.0,18000,3920,2570,2623,3548,962,มากกว่า 6 
76.0,10266,3780,2560,569,899,480,6 ล้อ
93.0,4248,1780,1700,2668,2832,163,4 ล้อ
96.0,3974,1430,800,764,913,148,4 ล้อ
97.0,4468,1840,1260,1518,1666,164,4 ล้อ
81.0,10050,3800,2660,2168,2333,446,6 ล้อ
72.0,12500,4050,2590,852,1082,678,มากกว่า 6 
67.0,8938,3390,2190,2599,2778,479,มากกว่า 6 
72.0,8000,3860,2550,10524,10689,391,มากกว่า 6 
64.0,15859,4380,2490,5097,5677,890,มากกว่า 6 
4.0,2500,1570,1640,669,886,213,มากกว่า 6 
65.0,12486,3350,2560,551,717,681,มากกว่า 6 
37.0,16442,4420,2520,6383,7112,1573,มากกว่า 6 
61.0,17009,3790,2460,9256,10270,998,มากกว่า 6 
80.0,8000,3270,2320,15736,15883,348,6 ล้อ
68.0,10414,3640,2630,10807,10988,547,6 ล้อ
108.0,4925,1810,1640,2098,2247,163,4 ล้อ
60.0,8000,2420,2340,3664,3946,413,6 ล้อ
61.0,10150,3800,2350,3231,3413,596,มากกว่า 6 
100.0,4092,1790,1560,32383,32529,146,4 ล้อ
74.0,9961,3850,2530,2620,2785,479,6 ล้อ
82.0,8000,3220,2170,28670,28920,276,6 ล้อ
69.0,9625,3760,2510,5811,5994,496,6 ล้อ
64.0,15753,3450,2570,11708,11889,878,มากกว่า 6 
85.0,8000,3670,2420,17263,17462,308,6 ล้อ
59.0,15837,4430,2490,5773,5923,957,มากกว่า 6 
73.0,9303,3830,2630,618,1098,458,6 ล้อ
61.0,17661,3560,2470,4932,5147,1034,มากกว่า 6 
176.0,4765,1810,1350,19268,19433,97,4 ล้อ
75.0,5141,2300,1710,2699,2946,245,4 ล้อ
92.0,5092,1550,1640,2627,2843,197,4 ล้อ
102.0,4674,1660,1610,7014,7162,163,4 ล้อ
90.0,3683,1410,1570,819,1000,147,4 ล้อ
61.0,16742,4470,2530,1766,1966,979,มากกว่า 6 
70.0,9346,3920,2590,2732,2895,474,6 ล้อ
65.0,17000,3440,2520,2604,2799,915,มากกว่า 6 
82.0,5000,1940,1670,4298,4478,145,4 ล้อ
89.0,18819,3890,2200,11008,11139,759,มากกว่า 6 
98.0,4412,2850,1480,2697,2896,161,4 ล้อ
67.0,17184,3580,2400,10882,11325,917,มากกว่า 6 
102.0,4229,1580,1480,1500,1614,147,4 ล้อ
88.0,4018,1790,1610,5581,5745,163,4 ล้อ
76.0,9718,3950,2600,1172,1352,457,6 ล้อ
103.0,4685,1810,1730,1268,1449,162,4 ล้อ
94.0,4735,1900,1550,3230,3378,180,4 ล้อ
75.0,9405,2830,2460,3049,3281,450,มากกว่า 6 
87.0,12017,3590,1860,7112,7243,493,6 ล้อ
65.0,17299,4490,2530,9961,10142,945,มากกว่า 6 
70.0,17239,3550,2490,832,982,884,มากกว่า 6 
68.0,5000,1810,1550,1439,1587,79,4 ล้อ
60.0,9941,3800,2640,382,934,596,6 ล้อ
70.0,9444,3790,2560,4579,4710,479,6 ล้อ
68.0,11388,3990,2680,0,0,601,6 ล้อ
86.0,3943,1380,1610,7133,7296,164,4 ล้อ
109.0,4446,2010,1190,1163,1294,146,4 ล้อ
65.0,8000,3240,2490,14103,14318,430,6 ล้อ
77.0,8473,3060,2550,3981,4196,393,6 ล้อ
69.0,18000,3420,2530,954,1216,951,มากกว่า 6 
75.0,10104,3710,2560,5415,5843,480,6 ล้อ
70.0,8000,3040,2350,8458,8606,364,6 ล้อ
61.0,16600,4550,2530,3952,4715,978,มากกว่า 6 
104.0,3793,1420,1580,6582,6744,130,4 ล้อ
70.0,8370,2620,2520,4164,4346,428,มากกว่า 6 
90.0,3700,1360,1240,2066,2247,147,4 ล้อ
52.0,16503,4100,2490,980,1097,1129,มากกว่า 6 
68.0,8000,3480,2450,8994,9487,396,6 ล้อ
57.0,18211,4040,2580,15771,15935,1141,มากกว่า 6 
59.0,17444,2970,2560,1965,2147,1061,มากกว่า 6 
66.0,9726,3790,2640,6699,6911,529,6 ล้อ
66.0,9131,3830,2600,5245,5476,491,6 ล้อ
60.0,16979,3570,2230,2705,3132,1014,มากกว่า 6 
77.0,9156,3850,2620,50883,51210,427,มากกว่า 6 
76.0,8726,3400,2450,6363,6830,411,6 ล้อ
96.0,3520,1450,1630,4094,4226,130,4 ล้อ
92.0,13441,3850,2490,1183,1365,525,6 ล้อ
70.0,9331,3900,2620,8377,8574,474,6 ล้อ
58.0,9114,3720,2480,2236,2518,562,6 ล้อ
65.0,10305,2620,2550,9941,10106,569,มากกว่า 6 
73.0,16131,4400,2510,4978,5176,790,มากกว่า 6 
66.0,9088,3840,2560,2487,3101,491,6 ล้อ
30.0,4331,1450,1490,917,1366,514,4 ล้อ
73.0,10441,3880,2600,10373,10570,513,6 ล้อ
115.0,3653,1410,1420,3976,4141,113,4 ล้อ
76.0,4557,1400,1730,921,1086,214,4 ล้อ
63.0,8663,3510,2560,12124,12274,492,6 ล้อ
68.0,8000,3480,2440,3547,4161,380,6 ล้อ
68.0,10095,3780,2590,3915,4113,530,6 ล้อ
96.0,4846,1730,1720,3430,3611,179,4 ล้อ
97.0,3988,1430,1470,702,948,147,4 ล้อ
94.0,3434,1410,1400,1849,2013,130,4 ล้อ
62.0,6385,2190,2110,78555,78750,365,6 ล้อ
94.0,3875,1380,1570,1034,1182,147,4 ล้อ
69.0,16203,4070,2490,4833,5013,841,มากกว่า 6 
76.0,16471,4470,2530,6528,6592,774,มากกว่า 6 
65.0,16100,4120,2520,8195,8393,891,มากกว่า 6 
91.0,3756,1360,1560,1263,1395,147,4 ล้อ
97.0,3996,1530,1570,4363,4527,147,4 ล้อ
78.0,5025,1760,1610,1456,1653,230,4 ล้อ
92.0,5059,1790,1670,1119,1283,197,4 ล้อ
78.0,4960,2860,1500,7531,7646,228,4 ล้อ
79.0,3631,1430,1380,2497,2645,163,4 ล้อ
81.0,6366,2900,2140,2016,2197,281,6 ล้อ
73.0,16789,3990,2590,6699,7226,824,มากกว่า 6 
116.0,3136,1450,1430,2899,3046,97,4 ล้อ
70.0,18767,3950,2720,7995,8176,958,มากกว่า 6 
92.0,4590,2500,1660,898,1080,178,4 ล้อ
77.0,8951,3440,2370,7261,7442,417,6 ล้อ
100.0,4583,1790,1710,17602,17750,163,4 ล้อ
88.0,3995,1790,1620,1085,1282,163,4 ล้อ
75.0,9841,2840,2480,15001,15184,466,มากกว่า 6 
25.0,4765,1850,1010,1798,2531,681,4 ล้อ
61.0,17807,4490,2520,11008,11238,1045,มากกว่า 6 
78.0,12148,3940,2430,3979,4208,560,6 ล้อ
73.0,9387,3900,2560,3630,3828,462,มากกว่า 6 
134.0,4909,1360,1440,2398,2546,131,4 ล้อ
73.0,9796,3830,2590,16863,17045,479,6 ล้อ
101.0,5000,2140,1440,2381,2512,162,4 ล้อ
66.0,19430,3490,2870,7790,8173,1046,มากกว่า 6 
72.0,9505,3860,2530,3730,3961,475,6 ล้อ
59.0,13000,4210,2500,3701,3983,674,มากกว่า 6 
44.0,17335,4110,2530,1083,1481,1396,มากกว่า 6 
103.0,4751,1440,1440,834,998,164,4 ล้อ
29.0,4903,1940,1660,1785,2333,596,4 ล้อ
0.0,0,2840,2710,8427,9404,977,มากกว่า 6 
73.0,5200,1740,1680,521,719,263,4 ล้อ
99.0,4989,1650,1790,967,1131,180,4 ล้อ
68.0,16986,4470,2530,15351,15532,895,มากกว่า 6 
67.0,12200,3900,2400,1216,1449,646,6 ล้อ
69.0,8640,3470,2470,555,803,445,6 ล้อ
69.0,8000,3070,2180,1449,1599,395,6 ล้อ
75.0,4829,1630,1720,833,1031,230,4 ล้อ
95.0,4333,1920,1620,624,803,163,4 ล้อ
75.0,8000,3130,2430,5080,5228,343,6 ล้อ
74.0,9106,3840,2580,12777,12907,441,6 ล้อ
63.0,8966,3810,2580,8210,8374,508,6 ล้อ
78.0,4315,1500,1850,1232,1397,196,4 ล้อ
68.0,16055,4380,2500,1585,2431,840,มากกว่า 6 
91.0,3764,1380,1180,1231,1395,147,4 ล้อ
65.0,9193,3900,2590,10040,10206,507,6 ล้อ
88.0,3630,1410,1420,1600,1765,147,4 ล้อ
68.0,16635,4420,2540,3264,3512,873,มากกว่า 6 
104.0,4273,1490,1350,3867,4014,147,4 ล้อ
59.0,8837,3580,2360,7762,7893,530,มากกว่า 6 
41.0,9929,3870,2540,2215,2563,862,6 ล้อ
73.0,3363,1500,1580,586,801,164,4 ล้อ
88.0,5237,2260,1760,3416,3580,212,4 ล้อ
58.0,8000,2890,2370,1219,1515,395,6 ล้อ
100.0,4557,1570,1640,1204,1351,163,4 ล้อ
99.0,5448,2170,1750,5380,5544,196,4 ล้อ
86.0,11508,4240,1670,1288,1747,481,มากกว่า 6 
84.0,4997,1780,1750,6266,6464,214,4 ล้อ
104.0,3786,1800,1460,9959,10107,130,4 ล้อ
65.0,17687,4090,2600,4262,4410,975,มากกว่า 6 
0.0,0,2700,2490,9343,9942,2715,มากกว่า 6 
43.0,17291,3590,2750,3363,3644,1415,มากกว่า 6 
72.0,16920,4440,2520,1671,2263,840,มากกว่า 6 
38.0,16318,4500,2530,3081,3563,1540,มากกว่า 6 
78.0,12500,3830,2500,3814,4761,618,มากกว่า 6 
67.0,9560,3880,2560,5465,5677,508,6 ล้อ
71.0,12500,4000,2500,17215,17446,628,มากกว่า 6 
95.0,3945,1500,1620,6928,7042,148,4 ล้อ
85.0,8116,3470,2440,4095,4245,342,6 ล้อ
96.0,3962,1640,1800,2202,2366,147,4 ล้อ
58.0,18857,3280,2540,1652,2000,1151,มากกว่า 6 
83.0,4171,1440,1650,1320,1518,180,4 ล้อ
104.0,4253,1740,1320,1715,1863,146,4 ล้อ
112.0,5069,2740,1600,37547,37694,162,4 ล้อ
65.0,8707,3630,2700,7913,8061,475,6 ล้อ
74.0,8793,3850,2600,6303,6680,424,6 ล้อ
82.0,3397,1500,1430,883,1048,147,4 ล้อ
82.0,4880,2010,1720,638,836,213,4 ล้อ
68.0,15591,4090,2500,4731,4997,824,มากกว่า 6 
56.0,10089,3780,2580,3903,4203,646,6 ล้อ
67.0,16723,4100,2500,1170,2083,896,มากกว่า 6 
76.0,10152,3870,2520,7342,7474,478,6 ล้อ
66.0,10119,3920,2610,3730,4194,546,มากกว่า 6 
98.0,4402,2700,1460,3049,3196,161,4 ล้อ
79.0,9447,3880,2600,2085,2316,428,6 ล้อ
81.0,9695,3790,2570,4581,4845,430,6 ล้อ
72.0,8621,3170,2420,1675,2170,430,6 ล้อ
109.0,4463,1740,1650,4386,4549,147,4 ล้อ
52.0,17899,4480,2490,6494,6692,1229,มากกว่า 6 
62.0,13000,3480,2590,2655,3186,642,มากกว่า 6 
71.0,16814,3580,2400,6065,6327,846,มากกว่า 6 
99.0,4533,1400,1750,1518,1666,164,4 ล้อ
67.0,15011,3770,2470,2169,2415,801,มากกว่า 6 
94.0,5000,2200,1680,4526,4724,179,4 ล้อ
67.0,13000,3530,2490,1183,1415,660,มากกว่า 6 
74.0,9472,4040,2650,1032,1248,457,6 ล้อ
53.0,9686,2850,2510,3965,4196,652,มากกว่า 6 
71.0,17388,4110,2540,1687,2517,874,มากกว่า 6 
76.0,10649,3790,2710,3070,3448,501,6 ล้อ
84.0,3462,1520,1110,561,694,147,4 ล้อ
71.0,9742,3780,2530,8474,8622,492,6 ล้อ
71.0,8086,3250,2460,1212,1494,409,6 ล้อ
85.0,3117,1460,790,2200,2381,131,4 ล้อ
75.0,17015,4460,2520,2616,3114,811,มากกว่า 6 
106.0,4372,1580,1150,819,983,148,4 ล้อ
64.0,9454,4070,2570,7345,7892,530,6 ล้อ
78.0,8565,3520,2260,364,613,394,มากกว่า 6 
47.0,10311,3860,2550,4411,4676,781,6 ล้อ
25.0,4993,2060,1670,920,1485,698,4 ล้อ
97.0,3534,1390,1430,15188,15353,130,4 ล้อ
68.0,10403,3250,2410,638,769,546,6 ล้อ
64.0,16890,3820,2560,789,1051,947,มากกว่า 6 
58.0,8000,3210,2440,1738,1953,426,6 ล้อ
90.0,3262,1420,1700,688,851,130,4 ล้อ
74.0,16546,3570,1890,1986,2149,797,มากกว่า 6 
86.0,3927,1590,1220,1699,1896,164,4 ล้อ
66.0,17019,4130,2500,7513,7661,924,มากกว่า 6 
62.0,9520,3740,2430,1931,2210,547,6 ล้อ
72.0,8000,3270,2490,1734,1915,392,มากกว่า 6 
109.0,11074,2450,1330,3482,3696,365,มากกว่า 6 
82.0,12401,3860,2380,4839,5631,542,6 ล้อ
70.0,8000,3340,2550,2650,2829,392,6 ล้อ
103.0,4216,1710,1700,3529,3660,146,4 ล้อ
82.0,9362,3800,2490,9674,9889,408,มากกว่า 6 
74.0,11252,4240,2400,8375,8523,545,มากกว่า 6 
67.0,18000,4410,2590,3318,3465,962,มากกว่า 6 
65.0,15673,4090,2510,14874,15038,857,มากกว่า 6 
54.0,9604,3810,2500,4229,4395,630,6 ล้อ
63.0,8000,3260,2340,4930,5061,400,6 ล้อ
60.0,9826,3810,2550,10400,11225,580,6 ล้อ
74.0,11643,3910,2650,1380,1596,564,6 ล้อ
46.0,5200,1610,1530,2726,3026,414,4 ล้อ
69.0,9654,3340,2410,29522,29703,501,มากกว่า 6 
104.0,13862,3590,2060,1765,1913,476,6 ล้อ
57.0,16125,3500,2510,10537,10668,1015,มากกว่า 6 
107.0,3923,1440,1430,35530,35695,131,4 ล้อ
66.0,10345,3730,2340,1325,2000,564,6 ล้อ
93.0,5115,2210,1470,1337,1501,197,4 ล้อ
64.0,16246,4450,2520,3099,3297,912,มากกว่า 6 
65.0,9539,3860,2620,2635,2832,525,6 ล้อ
65.0,11432,3890,1710,10460,10706,626,มากกว่า 6 
65.0,19137,3980,2250,5296,5444,1058,มากกว่า 6 
51.0,13224,3910,1820,2417,2798,929,6 ล้อ
83.0,3416,1440,1450,4319,4497,147,4 ล้อ
12.0,4117,2880,1670,2248,3731,1161,4 ล้อ
78.0,4310,1430,1580,1433,1648,197,4 ล้อ
96.0,5000,2240,1450,19349,19527,179,4 ล้อ
54.0,9811,3810,2590,765,1080,645,6 ล้อ
62.0,11739,4260,2520,451,716,674,มากกว่า 6 
41.0,9656,3860,2580,3116,3565,830,6 ล้อ
57.0,9804,3880,2600,1849,2097,613,6 ล้อ
67.0,8000,2620,2260,1905,2881,379,6 ล้อ
59.0,5000,2380,1900,1535,1717,245,4 ล้อ
69.0,18569,4640,2530,16844,17896,963,มากกว่า 6 
57.0,14509,3950,2030,4076,4240,913,6 ล้อ
80.0,9116,3790,2580,1101,1315,408,6 ล้อ
104.0,3770,1560,1610,4464,4644,130,4 ล้อ
80.0,15738,4450,2500,38557,38672,707,มากกว่า 6 
61.0,10048,3870,2570,547,1582,584,6 ล้อ
97.0,5279,2230,1740,1630,1812,195,4 ล้อ
67.0,10572,3890,2580,14367,14498,562,มากกว่า 6 
60.0,18911,3600,2590,2415,2615,1131,มากกว่า 6 
62.0,12001,3250,2570,918,1199,696,มากกว่า 6 
48.0,4669,1770,1730,2264,2630,346,4 ล้อ
77.0,8000,2920,2260,7258,7592,327,6 ล้อ
95.0,3919,1430,1440,2600,2764,147,4 ล้อ
73.0,9780,3770,2570,666,833,479,6 ล้อ
87.0,4790,1950,1680,918,1099,196,4 ล้อ
73.0,10089,3870,2550,51549,51745,496,6 ล้อ
72.0,9301,3870,2200,699,945,458,6 ล้อ
68.0,5000,2370,1680,2398,2545,246,6 ล้อ
74.0,4414,1660,1700,1700,1882,213,4 ล้อ
60.0,9764,3250,2400,549,649,579,มากกว่า 6 
67.0,9279,3760,2660,5942,6091,491,6 ล้อ
41.0,5000,2150,1950,1572,2017,395,6 ล้อ
81.0,8667,3520,2450,20512,20660,380,6 ล้อ
64.0,4121,1780,1570,1004,1251,229,4 ล้อ
96.0,11135,3830,2530,2380,2578,413,6 ล้อ
74.0,9478,3750,2630,1369,1550,458,6 ล้อ
59.0,9246,3710,2620,1532,1699,558,6 ล้อ
99.0,5000,1930,1410,3278,3393,96,4 ล้อ
72.0,8845,3740,2640,4934,5081,441,6 ล้อ
99.0,4520,1490,1440,317,465,164,4 ล้อ
85.0,15332,3720,2050,6824,6989,645,มากกว่า 6 
66.0,8525,3830,2470,631,1511,458,6 ล้อ
78.0,17969,4650,2740,2525,2918,826,มากกว่า 6 
86.0,8000,3320,2460,1499,1697,330,6 ล้อ
103.0,12287,3600,2230,5643,5775,426,6 ล้อ
75.0,8348,3000,2460,773,1134,399,6 ล้อ
77.0,10573,3840,2630,13560,13757,493,6 ล้อ
63.0,17961,3550,2550,3249,3463,1017,มากกว่า 6 
75.0,8000,2260,2340,4928,5111,329,6 ล้อ
86.0,5000,1900,1210,1135,1300,146,4 ล้อ
79.0,4363,1630,1030,10074,10272,197,4 ล้อ
108.0,4436,1700,1320,12139,12285,147,4 ล้อ
66.0,8000,2840,2450,6458,6606,313,6 ล้อ
74.0,17245,4160,2500,5658,5789,830,มากกว่า 6 
70.0,9653,3830,2590,9280,9444,491,6 ล้อ
72.0,9928,3480,2490,1165,2048,493,มากกว่า 6 
93.0,5000,2200,1730,4960,5091,178,4 ล้อ
77.0,14326,4020,2570,23182,24192,664,มากกว่า 6 
61.0,16339,4510,2490,2567,2781,958,มากกว่า 6 
66.0,17141,4490,2560,8888,9038,928,มากกว่า 6 
96.0,3964,1390,1550,2866,3080,147,4 ล้อ
90.0,3699,1440,1430,566,746,147,4 ล้อ
72.0,9182,3850,2490,5595,6143,458,6 ล้อ
71.0,8000,3160,2430,3018,3518,393,6 ล้อ
69.0,8891,3500,2560,29726,30488,461,มากกว่า 6 
66.0,16948,3920,2600,2813,3044,912,มากกว่า 6 
80.0,8843,3640,2260,3715,3879,395,มากกว่า 6 
24.0,5200,1670,1710,1747,2614,848,4 ล้อ
54.0,9235,3760,2600,12520,12717,612,6 ล้อ
88.0,11981,4690,2300,618,799,489,6 ล้อ
72.0,10154,3780,2540,5248,5379,501,6 ล้อ
96.0,3491,1700,1320,8079,8210,129,4 ล้อ
85.0,9847,2910,2530,14713,15182,414,มากกว่า 6 
96.0,5200,1800,1740,1518,1682,196,4 ล้อ
60.0,17080,3100,2600,5166,5364,1010,มากกว่า 6 
65.0,9607,3880,1570,0,301,530,6 ล้อ
80.0,9077,3800,2530,3019,3166,408,6 ล้อ
75.0,8267,3090,2270,10857,11006,396,มากกว่า 6 
98.0,9368,3300,2380,9195,9492,343,6 ล้อ
70.0,9360,3740,2470,3151,3580,476,6 ล้อ
92.0,9627,3830,2570,25874,26088,374,6 ล้อ
65.0,13000,4130,2490,2584,2816,624,มากกว่า 6 
69.0,8000,2840,2350,11527,11892,400,6 ล้อ
84.0,8000,2940,2040,3915,4079,313,6 ล้อ
60.0,10369,3770,2570,602,1216,613,6 ล้อ
93.0,5118,1800,1720,3468,3616,197,4 ล้อ
84.0,5000,2220,1720,2550,2714,195,4 ล้อ
77.0,10692,3830,2620,12786,13450,496,6 ล้อ
100.0,4129,1430,1430,2283,2448,148,4 ล้อ
71.0,18000,3260,2590,7460,7642,1062,มากกว่า 6 
94.0,4674,2780,1670,1980,2111,178,4 ล้อ
90.0,4143,1380,1260,2517,2715,164,4 ล้อ
67.0,15531,4050,2520,11057,11255,824,มากกว่า 6 
73.0,9394,4020,2580,7241,7405,457,มากกว่า 6 
112.0,4526,2770,1760,5411,5559,144,4 ล้อ
93.0,3388,1490,1370,3751,3882,130,4 ล้อ
96.0,3502,1470,1400,4112,4310,130,4 ล้อ
54.0,9422,3790,2440,4215,4463,625,มากกว่า 6 
107.0,4880,1590,1410,7858,8006,164,4 ล้อ
37.0,8000,3760,2430,2664,4212,729,6 ล้อ
